DECODED FM12/13/15/16/94  UNITS: FF:kt;TT:°C;PP:hPa;AP:dPa;VV:km;RR:mm;SN:cm;SS:min;RAD:KJ/m˛/hr .. J/cm˛/day;HW:m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INDEX;LOCATOR;TYPE;C;NAME;LAT;LON;ELEV;YYYY;MM;DD;HHmm;DIR;FF;FG;G1h;G10;FX;FX1;FFM;TL;TD;T5;TX;TN;TX6;TN6;TX1;TN1;TN5;TW;Tsfc;T-05;T-10;T-20;T-50;T-1m;RR6h;QFE;QFF;QNH;AP;A;www;960;961;962;963;MetarWX;W1;W2;WWZ;LTNG;VIS;COV;N;L;HLC;ClCmCh;LAYER1;LAYER2;LAYER3;LAYER4;CLG;PIC;VCLOUD1;VCLOUD2;VCLOUD3;VCLOUD4;VFOG;RR;TR;RR10m;RR1h;hh;RR24h;WRTR;SNO;NEW;SR;GS;SS24;Sh;S10;GL24;DF24;LW24;GL1h;DF1h;LW1h;GL10;DF10;LW10;HW;PW;DW1;HW1;P1;DW2;HW2;P2;I;B
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1410; /; 10; /; /; 15; /; /; /; 11.5; 1.5; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.6; 3113; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 513; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1420; /; 09; /; /; 12; /; /; /; 11.7; 1.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.6; 3113; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 91; /; /; /; /; /; /; 335; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1430; /; 07; /; /; 11; /; /; /; 11.3; 1.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.6; 3113; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 94; /; /; /; /; /; /; 184; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1440; /; 06; /; /; 10; /; /; /; 11.3; 1.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.5; 3112; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 68; /; /; /; /; /; /; 269; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1450; /; 08; /; /; 17; /; /; /; 11.7; 0.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.5; 3112; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 76; /; /; /; /; /; /; 226; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1500; /; 09; 17; 17; 14; 10; 10; 08; 11.9; 1.2; /; /; /; /; /; 12.3; 10.9; /; /; /; /; /; /; /; /; /; 727.4; 3111; /; 0; 4; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 3; 0; 0; /; /; /; /; /; /; /; /; 48; 49; /; /; /; 1738; /; /; 211; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1510; /; 07; /; /; 11; /; /; /; 11.4; 1.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.5; 3112; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 45; /; /; /; /; /; /; 221; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1520; /; 10; /; /; 19; /; /; /; 11.3; 1.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.4; 3110; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 57; /; /; /; /; /; /; 290; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1530; /; 10; /; /; 15; /; /; /; 11.2; 2.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.4; 3110; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 74; /; /; /; /; /; /; 317; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1540; /; 09; /; /; 15; /; /; /; 11.2; 2.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.4; 3110; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 14; /; /; /; /; /; /; 163; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1550; /; 08; /; /; 15; /; /; /; 10.9; 2.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.4; 3110; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 31; /; /; /; /; /; /; 200; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1600; /; 09; 19; 19; 15; 10; 10; 09; 11.4; 2.7; /; /; /; /; /; 12.2; 10.8; /; /; /; /; /; /; /; /; /; 727.3; 3109; /; -3; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 26; 38; /; /; /; 1426; /; /; 235; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1610; /; 11; /; /; 19; /; /; /; 11.1; 2.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.3; 3109; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 25; /; /; /; /; /; /; 122; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1620; /; 12; /; /; 19; /; /; /; 10.5; 2.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.3; 3108; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 86; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1630; /; 16; /; /; 24; /; /; /; 10.3; 2.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.2; 3107; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 107; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1640; /; 12; /; /; 21; /; /; /; 10.0; 2.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.2; 3107; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 83; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1650; /; 07; /; /; 14; /; /; /; 10.1; 2.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.2; 3107; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 9; /; /; /; /; /; /; 73; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1700; /; 07; 24; 24; 13; 16; 16; 11; 9.9; 2.9; /; /; /; /; /; 11.8; 9.6; /; /; /; /; /; /; /; /; /; 727.2; 3107; /; -4; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 4; 5; /; /; /; 587; /; /; 116; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1710; /; 13; /; /; 22; /; /; /; 10.0; 2.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.1; 3106; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 16; /; /; /; /; /; /; 110; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1720; /; 09; /; /; 16; /; /; /; 9.8; 2.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.3; 3108; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 85; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1730; /; 09; /; /; 16; /; /; /; 9.4; 2.5; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.2; 3106; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 58; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1740; /; 09; /; /; 16; /; /; /; 9.4; 2.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.1; 3105; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 40; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1750; /; 11; /; /; 20; /; /; /; 9.3; 2.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.1; 3105; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 23; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1800; /; 12; 24; 22; 22; 16; 13; 10; 9.4; 2.0; /; 12.3; 4.9; /; /; 10.3; 9.3; /; /; /; /; /; /; /; /; /; 727.2; 3106; /; -2; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 12; 0; 0; /; 0; /; /; /; /; /; /; 2; 0; /; /; /; 346; /; /; 29; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1810; /; 13; /; /; 27; /; /; /; 9.2; 1.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.3; 3107; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 32; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1820; /; 14; /; /; 21; /; /; /; 9.2; 1.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.2; 3106; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 11; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1830; /; 11; /; /; 22; /; /; /; 9.1; 2.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.3; 3107; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 12; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1840; /; 07; /; /; 15; /; /; /; 8.5; 3.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.4; 3107; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 12; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1850; /; 07; /; /; 14; /; /; /; 8.2; 2.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.3; 3106; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 2; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1900; /; 06; 27; 27; 10; 16; 14; 10; 8.2; 3.2; /; /; /; /; /; 9.5; 8.2; /; /; /; /; /; /; /; /; /; 727.3; 3106; /; 0; 4; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 70; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1910; /; 07; /; /; 13; /; /; /; 8.1; 3.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.3; 3106; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1920; /; 09; /; /; 14; /; /; /; 8.1; 2.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.3; 3106; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1930; /; 10; /; /; 19; /; /; /; 7.9; 2.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.3; 3106; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1940; /; 14; /; /; 24; /; /; /; 8.2; 1.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.3; 3106; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 1950; /; 12; /; /; 17; /; /; /; 8.4; 1.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.4; 3107; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2000; /; 13; 27; 24; 24; 14; 14; 11; 8.3; 1.0; /; /; /; /; /; 8.5; 7.9; /; /; /; /; /; /; /; /; /; 727.4; 3107; /; 2; 2; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 0; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2010; /; 10; /; /; 18; /; /; /; 8.2; 1.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.3; 3106; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2020; /; 10; /; /; 19; /; /; /; 7.9; 1.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.4; 3107; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2030; /; 08; /; /; 14; /; /; /; 7.7; 1.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.5; 3108; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2040; /; 10; /; /; 17; /; /; /; 7.6; 2.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.6; 3109; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2050; /; 07; /; /; 13; /; /; /; 7.6; 1.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.5; 3107; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2100; /; 07; 27; 19; 13; 14; 10; 08; 7.4; 1.7; /; /; /; /; /; 8.4; 7.4; /; /; /; /; /; /; /; /; /; 727.3; 3105; /; 1; 2; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 3; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 0; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2110; /; 07; /; /; 13; /; /; /; 7.4; 1.5; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.2; 3104; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2120; /; 09; /; /; 16; /; /; /; 7.2; 2.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.2; 3104; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2130; /; 05; /; /; 12; /; /; /; 7.1; 1.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.1; 3102; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2140; /; 08; /; /; 16; /; /; /; 7.3; 0.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 726.9; 3100; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2150; /; 05; /; /; 09; /; /; /; 7.2; 1.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 727.0; 3101; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2200; /; 06; 24; 16; 09; 14; 09; 07; 7.1; 1.8; /; /; /; /; /; 7.6; 7.0; /; /; /; /; /; /; /; /; /; 726.9; 3100; /; -4; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 0; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2210; /; 09; /; /; 16; /; /; /; 7.0; 2.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 726.9; 3100; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2220; /; 06; /; /; 13; /; /; /; 7.1; 1.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 726.9; 3100; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2230; /; 09; /; /; 18; /; /; /; 7.0; 2.5; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 726.9; 3100; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 07; 23; 2240; /; 06; /; /; 14; /; /; /; 6.8; 2.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 726.9; 3100; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
