DECODED FM12/13/15/16/94  UNITS: FF:kt;TT:°C;PP:hPa;AP:dPa;VV:km;RR:mm;SN:cm;SS:min;RAD:KJ/m˛/hr .. J/cm˛/day;HW:m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INDEX;LOCATOR;TYPE;C;NAME;LAT;LON;ELEV;YYYY;MM;DD;HHmm;DIR;FF;FG;G1h;G10;FX;FX1;FFM;TL;TD;T5;TX;TN;TX6;TN6;TX1;TN1;TN5;TW;Tsfc;T-05;T-10;T-20;T-50;T-1m;RR6h;QFE;QFF;QNH;AP;A;www;960;961;962;963;MetarWX;W1;W2;WWZ;LTNG;VIS;COV;N;L;HLC;ClCmCh;LAYER1;LAYER2;LAYER3;LAYER4;CLG;PIC;VCLOUD1;VCLOUD2;VCLOUD3;VCLOUD4;VFOG;RR;TR;RR10m;RR1h;hh;RR24h;WRTR;SNO;NEW;SR;GS;SS24;Sh;S10;GL24;DF24;LW24;GL1h;DF1h;LW1h;GL10;DF10;LW10;HW;PW;DW1;HW1;P1;DW2;HW2;P2;I;B
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1220; /; 03; /; /; 06; /; /; /; 14.8; 1.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 731.8; 3164; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 578; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1230; /; 04; /; /; 07; /; /; /; 15.0; 1.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 731.8; 3164; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 574; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1240; /; 04; /; /; 07; /; /; /; 15.2; 0.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 731.9; 3166; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 569; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1250; /; 04; /; /; 06; /; /; /; 15.1; 0.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 731.9; 3166; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 563; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1300; /; 02; 08; 07; 05; 04; 04; 04; 15.0; 0.1; /; /; /; /; /; 15.4; 14.7; /; /; /; /; /; /; /; /; /; 731.9; 3166; /; 7; 2; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 60; 100; /; /; /; 3415; /; /; 552; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1310; /; 04; /; /; 07; /; /; /; 15.4; 0.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.0; 3167; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 541; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1320; /; 04; /; /; 06; /; /; /; 15.4; 0.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3168; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 530; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1330; /; 04; /; /; 08; /; /; /; 15.4; 0.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3168; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 520; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1340; /; 05; /; /; 07; /; /; /; 15.5; 0.5; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.2; 3170; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 509; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1350; /; 05; /; /; 07; /; /; /; 15.5; 0.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.2; 3170; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 499; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1400; /; 05; 08; 08; 07; 05; 05; 04; 15.9; 1.4; /; /; /; /; /; 16.2; 15.2; /; /; /; /; /; /; /; /; /; 732.2; 3170; /; 8; 2; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 60; 100; /; /; /; 3085; /; /; 487; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1410; /; 05; /; /; 09; /; /; /; 16.0; 1.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.2; 3170; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 473; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1420; /; 04; /; /; 07; /; /; /; 16.4; 1.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.2; 3171; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 459; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1430; /; 04; /; /; 08; /; /; /; 16.7; 1.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.2; 3171; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 445; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1440; /; 05; /; /; 08; /; /; /; 16.2; 1.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.2; 3171; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 430; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1450; /; 05; /; /; 08; /; /; /; 16.1; 1.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.2; 3171; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 414; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1500; /; 05; 09; 09; 08; 05; 05; 05; 16.0; 1.1; /; /; /; /; /; 16.9; 15.9; /; /; /; /; /; /; /; /; /; 732.2; 3170; /; 5; 2; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 3; 0; 0; /; /; /; /; /; /; /; /; 60; 100; /; /; /; 2618; /; /; 398; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1510; /; 05; /; /; 07; /; /; /; 16.1; 1.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.3; 3172; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 381; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1520; /; 05; /; /; 08; /; /; /; 16.1; 1.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.2; 3171; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 364; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1530; /; 04; /; /; 08; /; /; /; 16.5; 2.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.2; 3171; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 345; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1540; /; 04; /; /; 07; /; /; /; 16.7; 2.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.2; 3171; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 327; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1550; /; 04; /; /; 06; /; /; /; 16.5; 2.5; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3170; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 308; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1600; /; 03; 09; 08; 07; 05; 05; 04; 16.6; 3.1; /; /; /; /; /; 17.0; 16.0; /; /; /; /; /; /; /; /; /; 732.1; 3170; /; 2; 2; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 60; 100; /; /; /; 2014; /; /; 289; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1610; /; 04; /; /; 07; /; /; /; 16.4; 2.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3170; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 269; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1620; /; 04; /; /; 06; /; /; /; 16.0; 2.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3169; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 250; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1630; /; 04; /; /; 06; /; /; /; 16.4; 3.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3170; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 230; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1640; /; 04; /; /; 05; /; /; /; 16.4; 3.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3170; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 210; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1650; /; 04; /; /; 06; /; /; /; 16.5; 3.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3170; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 190; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1700; /; 04; 09; 07; 06; 05; 04; 04; 16.2; 3.6; /; /; /; /; /; 16.8; 15.8; /; /; /; /; /; /; /; /; /; 732.1; 3170; /; -1; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 60; 100; /; /; /; 1319; /; /; 170; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1710; /; 03; /; /; 07; /; /; /; 16.3; 3.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3170; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 151; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1720; /; 04; /; /; 06; /; /; /; 16.2; 3.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3170; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 132; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1730; /; 04; /; /; 07; /; /; /; 15.8; 3.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3169; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 112; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1740; /; 03; /; /; 05; /; /; /; 15.8; 3.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.0; 3168; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 91; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1750; /; 03; /; /; 05; /; /; /; 15.8; 3.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3169; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 100; /; /; /; /; /; /; 64; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1800; /; 03; 09; 07; 05; 05; 04; 03; 15.2; 3.7; /; 17.0; 11.5; /; /; 16.4; 14.9; /; /; /; /; /; /; /; /; /; 732.0; 3167; /; -2; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 12; 0; 0; /; 0; /; /; /; /; /; /; 50; 3; /; /; /; 562; /; /; 12; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1810; /; 03; /; /; 05; /; /; /; 14.6; 3.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.0; 3167; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 7; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1820; /; 03; /; /; 04; /; /; /; 14.3; 3.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 731.9; 3165; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 4; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1830; /; 02; /; /; 04; /; /; /; 14.2; 3.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 731.9; 3165; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1840; /; 02; /; /; 04; /; /; /; 14.0; 4.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 731.9; 3165; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1850; /; 02; /; /; 04; /; /; /; 13.8; 4.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 731.9; 3164; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1900; /; 02; 07; 05; 04; 04; 03; 03; 13.7; 4.6; /; /; /; /; /; 15.5; 13.6; /; /; /; /; /; /; /; /; /; 731.8; 3163; /; -3; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 10; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1910; /; 02; /; /; 03; /; /; /; 13.7; 4.5; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 731.9; 3164; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1920; /; 03; /; /; 05; /; /; /; 13.6; 4.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.0; 3165; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1930; /; 03; /; /; 04; /; /; /; 13.4; 4.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.0; 3165; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1940; /; 02; /; /; 04; /; /; /; 13.2; 4.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3166; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 1950; /; 03; /; /; 04; /; /; /; 13.1; 4.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3166; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 2000; /; 02; 07; 05; 04; 04; 03; 03; 13.0; 4.2; /; /; /; /; /; 13.9; 12.9; /; /; /; /; /; /; /; /; /; 732.1; 3166; /; 0; 4; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 0; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 2010; /; 02; /; /; 04; /; /; /; 13.1; 4.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3166; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 2020; /; 02; /; /; 04; /; /; /; 12.7; 3.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3165; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 2030; /; 02; /; /; 03; /; /; /; 12.6; 3.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.1; 3165; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 2040; /; 02; /; /; 03; /; /; /; 12.5; 4.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.2; 3166; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 10; 2050; /; 03; /; /; 04; /; /; /; 12.6; 4.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 732.2; 3166; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
